"No.","Time","Source","Destination","Protocol","Length","Info"
"1413","17.402809117","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=971531 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1414","17.402814217","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=972983 Win=65535 Len=0"
"1415","17.402944209","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=972983 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1416","17.402949088","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=974435 Win=65535 Len=0"
"1417","17.403074768","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=974435 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1418","17.403080643","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=975887 Win=65535 Len=0"
"1419","17.403189664","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=975887 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1420","17.403195047","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=977339 Win=65535 Len=0"
"1421","17.403339233","34.252.113.116","10.0.2.15","TCP","2958","443  >  54026 [PSH, ACK] Seq=977339 Ack=2752 Win=65535 Len=2904 [TCP segment of a reassembled PDU]"
"1422","17.403344397","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=980243 Win=65535 Len=0"
"1423","17.403495418","34.252.113.116","10.0.2.15","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"1424","17.403501644","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=981695 Win=65535 Len=0"
"1425","17.403658453","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=981695 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1426","17.403663459","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=983147 Win=65535 Len=0"
"1427","17.403798694","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=983147 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1428","17.403804404","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=984599 Win=65535 Len=0"
"1429","17.404015760","34.252.113.116","10.0.2.15","TCP","2958","443  >  54026 [PSH, ACK] Seq=984599 Ack=2752 Win=65535 Len=2904 [TCP segment of a reassembled PDU]"
"1430","17.404022125","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=987503 Win=65535 Len=0"
"1431","17.404120622","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=987503 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1432","17.404126696","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=988955 Win=65535 Len=0"
"1433","17.404387188","34.252.113.116","10.0.2.15","TCP","2958","443  >  54026 [PSH, ACK] Seq=988955 Ack=2752 Win=65535 Len=2904 [TCP segment of a reassembled PDU]"
"1434","17.404392682","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=991859 Win=65535 Len=0"
"1435","17.404541036","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=991859 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1436","17.404546435","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=993311 Win=65535 Len=0"
"1437","17.404669748","34.252.113.116","10.0.2.15","TCP","2958","443  >  54026 [PSH, ACK] Seq=993311 Ack=2752 Win=65535 Len=2904 [TCP segment of a reassembled PDU]"
"1438","17.404674840","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=996215 Win=65535 Len=0"
"1439","17.404806810","34.252.113.116","10.0.2.15","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"1440","17.404812888","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=997667 Win=65535 Len=0"
"1441","17.405052883","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=997667 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1442","17.405052955","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=999119 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1443","17.405062762","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=999119 Win=65535 Len=0"
"1444","17.405078223","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1000571 Win=65535 Len=0"
"1445","17.405184342","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1000571 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1446","17.405189318","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1002023 Win=65535 Len=0"
"1447","17.405310741","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1002023 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1448","17.405315614","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1003475 Win=65535 Len=0"
"1449","17.405422353","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1003475 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1450","17.405427080","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1004927 Win=65535 Len=0"
"1451","17.405538502","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1004927 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1452","17.405543324","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1006379 Win=65535 Len=0"
"1453","17.408231125","34.252.113.116","10.0.2.15","TLSv1.2","30546","Application Data, Application Data"
"1454","17.408248071","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1036871 Win=65535 Len=0"
"1455","17.408346999","34.252.113.116","10.0.2.15","TCP","2958","443  >  54026 [PSH, ACK] Seq=1036871 Ack=2752 Win=65535 Len=2904 [TCP segment of a reassembled PDU]"
"1456","17.408353299","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1039775 Win=65535 Len=0"
"1457","17.408468156","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1039775 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1458","17.408473622","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1041227 Win=65535 Len=0"
"1459","17.408700776","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1041227 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1460","17.408706315","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1042679 Win=65535 Len=0"
"1461","17.408806827","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1042679 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1462","17.408811781","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1044131 Win=65535 Len=0"
"1463","17.408922005","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1044131 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1464","17.408928052","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1045583 Win=65535 Len=0"
"1465","17.409017590","34.252.113.116","10.0.2.15","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"1466","17.409022683","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1047035 Win=65535 Len=0"
"1467","17.409152900","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1047035 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1468","17.409158159","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1048487 Win=65535 Len=0"
"1469","17.409261679","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1048487 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1470","17.409266786","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1049939 Win=65535 Len=0"
"1471","17.409368519","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1049939 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1472","17.409374617","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1051391 Win=65535 Len=0"
"1473","17.409479946","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1051391 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1474","17.409484735","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1052843 Win=65535 Len=0"
"1475","17.409591287","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1052843 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1476","17.409596126","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1054295 Win=65535 Len=0"
"1477","17.409706144","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1054295 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1478","17.409710903","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1055747 Win=65535 Len=0"
"1479","17.409815393","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1055747 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1480","17.409820224","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1057199 Win=65535 Len=0"
"1481","17.409942781","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1057199 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1482","17.409949062","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1058651 Win=65535 Len=0"
"1483","17.410201986","34.252.113.116","10.0.2.15","TCP","2958","443  >  54026 [PSH, ACK] Seq=1058651 Ack=2752 Win=65535 Len=2904 [TCP segment of a reassembled PDU]"
"1484","17.410207249","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1061555 Win=65535 Len=0"
"1485","17.410288548","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1061555 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1486","17.410293074","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1063007 Win=65535 Len=0"
"1487","17.410449687","34.252.113.116","10.0.2.15","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"1488","17.410454713","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1064459 Win=65535 Len=0"
"1489","17.410566610","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1064459 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1490","17.410571439","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1065911 Win=65535 Len=0"
"1491","17.410694173","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1065911 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1492","17.410699096","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1067363 Win=65535 Len=0"
"1493","17.410787587","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1067363 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1494","17.410792350","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1068815 Win=65535 Len=0"
"1495","17.411016856","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1068815 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1496","17.411021934","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1070267 Win=65535 Len=0"
"1497","17.411133654","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1070267 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1498","17.411138669","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1071719 Win=65535 Len=0"
"1499","17.411242592","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1071719 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1500","17.411247617","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1073171 Win=65535 Len=0"
"1501","17.411350930","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1073171 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1502","17.411356724","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1074623 Win=65535 Len=0"
"1503","17.411458721","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1074623 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1504","17.411465073","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1076075 Win=65535 Len=0"
"1505","17.411566113","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1076075 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1506","17.411572313","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1077527 Win=65535 Len=0"
"1507","17.411679921","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1077527 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1508","17.411684703","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1078979 Win=65535 Len=0"
"1509","17.411788304","34.252.113.116","10.0.2.15","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"1510","17.411793036","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1080431 Win=65535 Len=0"
"1511","17.411906138","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1080431 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1512","17.411910919","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1081883 Win=65535 Len=0"
"1513","17.412015211","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1081883 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1514","17.412020178","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1083335 Win=65535 Len=0"
"1515","17.412236918","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1083335 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1516","17.412257719","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1084787 Win=65535 Len=0"
"1517","17.412350537","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1084787 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1518","17.412356426","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1086239 Win=65535 Len=0"
"1519","17.412460613","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1086239 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1520","17.412466482","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1087691 Win=65535 Len=0"
"1521","17.412571225","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1087691 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1522","17.412577297","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1089143 Win=65535 Len=0"
"1523","17.412679051","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1089143 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1524","17.412684883","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1090595 Win=65535 Len=0"
"1525","17.412787878","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1090595 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1526","17.412792741","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1092047 Win=65535 Len=0"
"1527","17.412906126","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1092047 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1528","17.412910999","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1093499 Win=65535 Len=0"
"1529","17.413021103","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1093499 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1530","17.413025820","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1094951 Win=65535 Len=0"
"1531","17.413129213","34.252.113.116","10.0.2.15","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"1532","17.413134201","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1096403 Win=65535 Len=0"
"1533","17.413240179","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1096403 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1534","17.413245053","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1097855 Win=65535 Len=0"
"1535","17.413458417","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1097855 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1536","17.413463186","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1099307 Win=65535 Len=0"
"1537","17.413569772","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1099307 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1538","17.413575439","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1100759 Win=65535 Len=0"
"1539","17.413676886","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1100759 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1540","17.413682012","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1102211 Win=65535 Len=0"
"1541","17.413785835","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1102211 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1542","17.413791961","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1103663 Win=65535 Len=0"
"1543","17.413892857","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1103663 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1544","17.413898918","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1105115 Win=65535 Len=0"
"1545","17.414022101","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1105115 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1546","17.414028147","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1106567 Win=65535 Len=0"
"1547","17.414133295","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1106567 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1548","17.414138195","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1108019 Win=65535 Len=0"
"1549","17.414242987","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1108019 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1550","17.414247771","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1109471 Win=65535 Len=0"
"1551","17.414357924","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1109471 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1552","17.414362712","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1110923 Win=65535 Len=0"
"1553","17.414466006","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1110923 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1554","17.414470723","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1112375 Win=65535 Len=0"
"1555","17.414699675","34.252.113.116","10.0.2.15","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"1556","17.414704343","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1113827 Win=65535 Len=0"
"1557","17.414867074","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1113827 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1558","17.414871748","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1115279 Win=65535 Len=0"
"1559","17.415063832","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1115279 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1560","17.415069666","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1116731 Win=65535 Len=0"
"1561","17.415063921","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1116731 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1562","17.415087011","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1118183 Win=65535 Len=0"
"1563","17.415169458","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1118183 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1564","17.415174407","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1119635 Win=65535 Len=0"
"1565","17.415279041","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1119635 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1566","17.415284141","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1121087 Win=65535 Len=0"
"1567","17.415387683","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1121087 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1568","17.415392626","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1122539 Win=65535 Len=0"
"1569","17.415495611","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1122539 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1570","17.415505913","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1123991 Win=65535 Len=0"
"1571","17.415604715","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1123991 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1572","17.415609626","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1125443 Win=65535 Len=0"
"1573","17.415715159","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1125443 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1574","17.415719923","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1126895 Win=65535 Len=0"
"1575","17.415840971","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1126895 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1576","17.415845733","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1128347 Win=65535 Len=0"
"1577","17.415946543","34.252.113.116","10.0.2.15","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"1578","17.415951285","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1129799 Win=65535 Len=0"
"1579","17.416065014","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1129799 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1580","17.416069755","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1131251 Win=65535 Len=0"
"1581","17.416287186","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1131251 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1582","17.416293017","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1132703 Win=65535 Len=0"
"1583","17.416411479","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1132703 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
"1584","17.416416311","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=2752 Ack=1134155 Win=65535 Len=0"
"1585","17.416535573","34.252.113.116","10.0.2.15","TCP","1506","443  >  54026 [PSH, ACK] Seq=1134155 Ack=2752 Win=65535 Len=1452 [TCP segment of a reassembled PDU]"
